location,title,rooms,m2,build_material,year,page,kinder_garden,metro_station,price_eur
Manastirski Livadi,"Dvustaen apartament - Manastirski livadi i Borovo - na bul. Kableskov 53, v sgradata na r-t Hepi
 Manastirski Livadi, Sofia",2,78,Tuhla,2009.0,33,0,0,146999
Borovo,"Prodava 2-staen, kv. Borovo, ul. Todor Kableskov
Borovo, Sofia",2,78,Tuhla,2009.0,33,0,0,145999
Vitosa,"Tristaen apartament, Vitosa
Vitosa, Sofia",3,91,Tuhla,2009.0,33,0,0,194999
Zent_r,"Bez posrednik Dvustaen apartament s otdelna kuhna tuhla Sofia zent_r
 Zent_r, Sofia",2,75,Tuhla,1960.0,33,0,0,142000
Krasna Polana,"Prodava tristaen apartament v kv. ”Krasna polana”
Krasna Polana, Sofia",3,87,Tuhla,2026.0,33,0,0,122738
Kr_stova Vada,"Prodava tristaen apartament s ugoiztocno izlojenie v butikov kompleks
Kr_stova Vada, Sofia",3,142,Tuhla,2024.0,33,0,0,281814
Krasna Polana,"Prodava tristaen apartament v kv. ”Krasna polana”
Krasna Polana, Sofia",3,84,Tuhla,2026.0,33,0,0,101112
Krasna Polana,"Prodava tristaen apartament v kv. ”Krasna polana”
Krasna Polana, Sofia",3,103,Tuhla,2026.0,33,0,0,134160
Obela 2,"Prodavam tristaen apartament v Sofia kv. Obela 2
Obela 2, Sofia",3,84,Tuhla,2023.0,34,0,0,150000
Malinova Dolina,"Sirok dvustaen apartament na visok neposleden etaj na super lokazia
Malinova Dolina, Sofia",2,67,Tuhla,2024.0,34,0,0,88200
Suhata reka,"Otlicen tristaen apartament s TOP LOKAZIA - na metri ot vhoda na metrostanzia ”Hadji Dimit_r”
Suhata reka, Sofia",3,110,Tuhla,2013.0,34,0,1,209000
Zent_r,"Prodavam apartament
 Zent_r, Sofia",3,25,Tuhla,1963.0,34,0,1,110000
Boana,"Boana nova jilisna sgrada
 Boana, Sofia",3,94,Tuhla,2023.0,34,0,1,174338
Zent_r,"3 staen v zent_r! Do kluc! Otlicna gledka! TEZ! pred AKT 16!
Zent_r, Sofia",3,99,Tuhla,2023.0,34,1,1,199990
Studentski Grad,"Naj - niska zena! Ednostaen statut apartametn!
Studentski Grad, Sofia",0,41,Tuhla,2018.0,34,1,1,67500
Kr_stova Vada,"Mnogostaen apartament 135 kv.m Tuhla 2025 g. 4 etaj Neposleden
Kr_stova Vada, Sofia",4,135,Tuhla,2025.0,34,1,1,246800
Nadejda 2,"Tristaen apartament v kv. Nadejda 2
Nadejda 2, Sofia",3,125,Tuhla,2024.0,34,1,1,150000
Kr_stova Vada,"Dvustaen apartament v blizost do Mol Paradajs
Kr_stova Vada, Sofia",2,68,Tuhla,2025.0,34,1,1,116850
Krasna Polana,"Prodava tristaen apartament s ujno izlojenie v kv. Krasna polana
Krasna Polana, Sofia",3,103,Tuhla,2026.0,34,1,1,144830
Krasna Polana,"Prodava tristaen apartament v kv. ”Krasna polna”
Krasna Polana, Sofia",3,77,Tuhla,2026.0,34,1,1,101023
Vitosa,"Prekrasen Dvustaen apartament v zatvoren kompleks “Belle Rose”, kv. Vitosa.
Vitosa, Sofia",2,64,Tuhla,2015.0,34,1,1,135999
Kr_stova Vada,"Prodava tristaen apartament v luksozen kompleks
Kr_stova Vada, Sofia",3,143,Tuhla,2024.0,34,1,1,292352
Dianabad,"2-staen Dianabad
Dianabad, Sofia",2,60,Panel,1974.0,34,1,1,118000
Oborise,"AKT 16! ZAV_RSEN DO KLUC! Strahoten dvustaen apartament
Oborise, Sofia",2,79,Tuhla,2010.0,34,1,1,225000
Obela 2,"AKT 16! ZAV_RSEN DO KLUC! Strahoten dvustaen apartament
Obela 2, Sofia",2,68,Tuhla,2021.0,34,1,1,122000
Vr_bniza 2,"Tristaen predi Akt 16 - Vr_bniza 2
Vr_bniza 2, Sofia",3,110,Tuhla,2023.0,34,1,1,147785
Manastirski Livadi,"Dvustaen apartament - Manastirski Livadi, Sofia
Manastirski Livadi, Sofia",2,81,Tuhla,2023.0,35,0,1,140000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 64.25 kv.m., 83800 €
Malinova Dolina, Sofia",2,64,Tuhla,2023.0,35,0,1,83800
Zent_r,"Prostoren, dvustaen apartament v zentralnata cast na Sofia
Zent_r, Sofia",2,100,Tuhla,1962.0,37,0,0,224000
Krasna Polana,"Dvustaen apartament 64 kv.m Tuhla 1966 g. 4 etaj Posleden etaj
Krasna Polana, Sofia",2,64,Tuhla,1966.0,37,0,0,72999
Studentski Grad,"GARAJ V ZENATA!! Tristaen apartament v Studentski Grad do UNSS TOP LOKAZIA!!
Studentski Grad, Sofia",3,151,Tuhla,2021.0,37,0,0,218900
Manastirski Livadi,"ERA Drujba prodava dvustaen apartament na dve niva v manastirski livadi na ul Majstor Aleksi Rilez!
Manastirski Livadi, Sofia",2,74,Tuhla,2006.0,37,0,0,128535
Boana,"ERA Drujba prodava dvustaen apartament v novostroasa se sgrada v kv. Boana.
 Boana, Sofia",2,61,Tuhla,2024.0,37,0,0,104653
Goze Delcev,"Ekskluzivno! ERA Drujba prodava obzaveden dvustaen apartament v j.k. Goze Delcev.
Goze Delcev, Sofia",2,99,Tuhla,2005.0,37,0,0,193000
Kr_stova Vada,"Tristaen v kv. Kr_stova vada
Kr_stova Vada, Sofia",3,90,Tuhla,2018.0,37,0,0,230000
Ilinden,"Dvustaen apartament 63 kv.m Tuhla 1979 g. 5 etaj
Ilinden, Sofia",2,63,Tuhla,1979.0,37,0,0,136000
Oborise,"Tristaen p_rva linia parka Zaimov, Oborise
Oborise, Sofia",3,90,Tuhla,1960.0,37,0,0,320000
Lulin Zent_r,"Prodava 4 staen apartament j.k. Lulin - Zent_r -145kv. m
Lulin Zent_r, Sofia",3,145,Tuhla,2009.0,37,0,0,218800
Kr_stova Vada,"Prodava tristaen apartament v kv. ”Kr_stova vada”
Kr_stova Vada, Sofia",3,123,Tuhla,2024.0,37,0,0,222624
Kr_stova Vada,"Prodava tristaen apartament s ujno izlojenie v luksozen kompleks
Kr_stova Vada, Sofia",3,126,Tuhla,2024.0,37,0,0,227664
Kr_stova Vada,"Prodava atelie s dve spalni i balkon
Kr_stova Vada, Sofia",0,102,Tuhla,2024.0,37,0,0,177724
Kr_stova Vada,"Prodava tristaen apartament v mnogo luksozen kompleks
Kr_stova Vada, Sofia",3,105,Tuhla,2024.0,37,0,0,189234
Kr_stova Vada,"Prodava tristaen apartament v Sofia
Kr_stova Vada, Sofia",3,105,Tuhla,2024.0,37,0,0,182927
Studentski Grad,"Cetiristaen apartament - Studenski Grad, Sofia
Studentski Grad, Sofia",4,140,Tuhla,2000.0,37,0,0,300000
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 110 kv.m., 201500 €
Malinova Dolina, Sofia",3,110,Tuhla,2023.0,38,0,0,201500
Malinova Dolina,"3-staen, Sofia, Malinova Dolina, 110 kv.m., 207000 €
Malinova Dolina, Sofia",3,110,Tuhla,2023.0,38,0,0,207000
Manastirski Livadi,"Dvustaen apartament 76 kv.m Tuhla 2023 g. 2 etaj Neposleden
Manastirski Livadi, Sofia",2,76,Tuhla,2023.0,39,0,0,127500
Boana,"Dvustaen apartament 70 kv.m Tuhla 2024 g. 1 etaj Parter
Boana, Sofia",2,70,Tuhla,2024.0,39,0,1,165350
Boana,"Tristaen apartament 82 kv.m Tuhla 2024 g. 3 etaj Neposleden
Boana, Sofia",3,82,Tuhla,2024.0,39,0,1,177760
Boana,"Tristaen apartament 103 kv.m Tuhla 2024 g. 2 etaj Neposleden
Boana, Sofia",3,103,Tuhla,2024.0,39,0,1,222710
Boana,"Mnogostaen apartament 144 kv.m Tuhla 2024 g. 3 etaj Neposleden
Boana, Sofia",4,144,Tuhla,2024.0,40,0,0,310320
Pavlovo,"Tristaen apartament 74 kv.m Tuhla 2023 g. 2 etaj Neposleden
Pavlovo, Sofia",3,74,Tuhla,2023.0,40,0,0,132335
Levski,"Dvustaen apartament 57 kv.m Tuhla 2024 g. 4 etaj Neposleden
Levski, Sofia",2,66,Tuhla,2024.0,40,0,0,89275
D_rveniza,"Tristaen apartament kv. D_rveniza
D_rveniza, Sofia",3,105,Tuhla,2024.0,40,0,0,187720
Lulin 10,"Prodava tristaen Lulin 10, do metro, 109kv.m.
Lulin 10, Sofia",3,114,Tuhla,2023.0,40,0,1,141995
Lulin 10,"Prodava dvustaen apartament v kv. Lulin 10 - 60kv.m.
Lulin 10, Sofia",2,70,Tuhla,2023.0,40,0,1,86732
Lulin 2,"Prodajba na 1-Staen v Sofia-grad, Lulin 2
Lulin 2, Sofia",0,20,Tuhla,2024.0,40,0,1,45000
Borovo,"Tristaen Apartament s maze v kv. Borovo
Borovo, Sofia",3,75,Tuhla,1956.0,40,0,1,108600
Borovo,"Tristaen apartament v kv. Borovo
Borovo, Sofia",3,65,Panel,1970.0,40,0,1,132600
Krasna Polana,"Ani Bo nedviji imoti predlaga cetiristaen apartament v kv. Krasna polana 1. Realni 144 kv. m
Krasna Polana, Sofia",4,144,Tuhla,1995.0,40,0,1,211500
Studentski Grad,"Tristaen apartament
Studentski Grad, Sofia",3,120,Tuhla,2020.0,40,0,1,270000
Nadejda 3,"Dvustaen apartament 45 kv.m Panel 1981 g. 9 etaj Posleden etaj
Nadejda 3, Sofia",2,45,Panel,1981.0,40,0,1,93500
Drujba 1,"Prodava dvustaen apartament v gr. Sofia, j.k. Drujba 1, 97 000EUR
 Drujba 1, Sofia",2,65,Panel,1970.0,40,0,1,97000
Zent_r,"Prodava luksozen obzaveden ednostaen apartament v gr. Sofia, Zent_r, 150 000 EUR
 Zent_r, Sofia",0,40,Tuhla,2008.0,40,0,1,150000
Lozenez,"Mezonet v kv. Lozenez
Lozenez, Sofia",10,143,Tuhla,2007.0,40,0,1,355000
Karpuziza,"Izzalo Novoobzaveden Ujen Apartament s Visokokacestveno Oborudvane!
Karpuziza, Sofia",2,57,Tuhla,2019.0,40,0,1,123990
Kr_stova Vada,"Nov tristaen neprehoden apartament s AKT 16 v kv. ” Kr_stova vada”
 Kr_stova Vada, Sofia",3,113,Tuhla,2023.0,40,0,1,253000
Lulin 9,"Mnogostaen apartament, Lulin 9
Lulin 9, Sofia",4,115,Tuhla,2005.0,40,1,1,188000
Belite Brezi,"Apartament s tri spalni za prodajba v jk. Belite brezi
Belite Brezi, Sofia",4,102,EPK/PK,1990.0,40,1,1,209000
s.Pancarevo,"Tristaen apartament Pancarevo
s.Pancarevo, Sofia",3,105,Tuhla,2008.0,40,1,1,265000
Studentski Grad,"Ednostaen v Studentski grad
Studentski Grad, Sofia",0,107,Tuhla,2008.0,40,1,1,119000
Simeonovo,"Panoramen dvustaen apartament v kv. Simeonovo
Simeonovo, Sofia",2,84,Tuhla,2023.0,40,1,1,145000
Levski G,"Tristaen apartament v kv. Levski G
Levski G, Sofia",3,90,Tuhla,2020.0,40,1,1,225000
Zent_r,"Tristaen apartament v zent_ra na Sofia na zeleno
Zent_r, Sofia",3,86,Tuhla,2023.0,40,1,1,172000
Nadejda 3,"Dvustaen neprehoden apartament
Nadejda 3, Sofia",2,65,Panel,1986.0,40,1,1,102000
Mladost 1,"Dvustaen apartament v zatvoren kompleks Mladost 1 na zeleno
Mladost 1, Sofia",2,86,Tuhla,2023.0,40,1,1,125000
Drujba 2,"Dvustaen apartament v luksozen kompleks v Drujba na zeleno
Drujba 2, Sofia",2,94,Tuhla,2023.0,40,1,1,125761
Oborise,"Doktorska gradina tristaen apartament
Oborise, Sofia",3,87,Tuhla,1940.0,40,1,1,276000
Zent_r,"Tristaen apartament do NDK
Zent_r, Sofia",3,115,Tuhla,1951.0,40,1,1,310000
Geo Milev,"Cetiristaen apartament- kv. Geo Milev, gr. Sofia
Geo Milev, Sofia",4,120,Tuhla,1973.0,40,1,1,260000
Nadejda 2,"Dvustaen apartament v Nadejda 2
Nadejda 2, Sofia",2,60,Panel,1962.0,41,0,0,145000
Drujba 2,"Tristaen apartament v zatvoren kompleks v Drujba
Drujba 2, Sofia",3,106,Tuhla,2023.0,41,0,0,177120
Hadji Dimit_r,"Ednostaen apartament v Hadji Dimit_r
Hadji Dimit_r, Sofia",0,45,Panel,1987.0,41,0,1,75000
Ilinden,"Dvustaen apartament v Ilinden
Ilinden, Sofia",2,74,EPK/PK,1986.0,41,0,1,104000
Manastirski Livadi,"prodavame perfekten apartament
Manastirski Livadi, Sofia",3,238,Tuhla,2017.0,41,0,1,595000
Ovca Kupel 2,"Tristaen apartament v Ovca kupel 2
Ovca Kupel 2, Sofia",3,70,Tuhla,2007.0,41,0,1,125000
Poligona,"Dvustaen apartament v Poligona
Poligona, Sofia",2,69,Tuhla,2025.0,41,0,1,129470
Poligona,"Tristaen apartament v Poligona
Poligona, Sofia",3,100,Tuhla,2025.0,41,0,1,199426
Poligona,"Tristaen apartament v Poligona
Poligona, Sofia",3,101,Tuhla,2025.0,41,0,1,189757
Hadji Dimit_r,"Dvustaen apartament 60 kv.m Panel 1970 g. 6 etaj
Hadji Dimit_r, Sofia",2,60,Panel,1970.0,41,0,1,88000
Zaharna Fabrika,"Dvustaen apartament 57 kv.m Tuhla 1970 g. 1 etaj
Zaharna Fabrika, Sofia",2,57,Tuhla,1970.0,41,0,1,94000
Zona B19,"Dvustaen apartament 50 kv.m Tuhla 2000 g. 1 etaj Parter
Zona B19, Sofia",2,50,Tuhla,2000.0,41,0,1,96900
Simeonovo,"Tristaen apartament na etap proekt s lokazia kv. Simeonovo, gr. Sofia
Simeonovo, Sofia",3,105,Tuhla,2024.0,41,0,1,157500
Karpuziza,"Mnogostaen apartament ZA PRODAJBA gr. Sofia, kv. Karpuziza
Karpuziza, Sofia",4,136,Tuhla,2023.0,41,0,1,170000
Lozenez,"Tristaen v Lozenez
Lozenez, Sofia",3,130,Tuhla,2008.0,41,0,1,320000
Drujba 1,"Dvustaen apartament 45 kv.m Panel 1988 g. 3 etaj
Drujba 1, Sofia",2,45,Panel,1988.0,41,0,1,107000
Svoboda,"Dvustaen apartament 65 kv.m Panel 1985 g. 1 etaj
Svoboda, Sofia",2,65,Panel,1985.0,41,0,1,80000
Oborise,"Tristaen apartament 100 kv.m Tuhla 2015 g. 4 etaj
Oborise, Sofia",3,100,Tuhla,2015.0,41,0,1,275000
Kr_stova Vada,"Prodava tristaen apartament v luksozen kompleks
Kr_stova Vada, Sofia",3,123,Tuhla,2024.0,41,0,1,215203
Kr_stova Vada,"Prodava tristaen apartament v kv. ”Kr_stova vada”
Kr_stova Vada, Sofia",3,127,Tuhla,2024.0,41,0,1,229878
Kr_stova Vada,"Prodava tristaen apartament v kv. ”Kr_stova vada”
Kr_stova Vada, Sofia",3,110,Tuhla,2024.0,41,0,1,199026
Lulin 5,"Sl_ncev dvustaen apartament v kv. Lulin
Lulin 5, Sofia",2,47,Panel,1980.0,41,0,1,72100
Ovca Kupel,"Dvustaen apartament 84 kv.m Tuhla 2024 g. 2 etaj Neposleden
Ovca Kupel, Sofia",2,84,Tuhla,2024.0,41,0,1,147000
Manastirski Livadi,"Panoramen tristaen apartament v kv. Manastirski Livadi
Manastirski Livadi, Sofia",3,119,Tuhla,2025.0,42,0,0,270000
Strelbise,"Tristaen apartament v Strelbise
Strelbise, Sofia",3,94,EPK/PK,1983.0,42,0,0,206000
Mladost 4,"Prodajba 3-staen v j.k. Mladost 4, gr. Sofia
Mladost 4, Sofia",3,99,EPK/PK,1989.0,42,0,0,237000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 109 kv.m., 104916 €
Malinova Dolina, Sofia",2,109,Tuhla,2023.0,42,0,1,104916
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 93 kv.m., 117984 €
Malinova Dolina, Sofia",2,93,Tuhla,2023.0,42,0,1,117984
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 86 kv.m., 109460 €
Malinova Dolina, Sofia",2,86,Tuhla,2023.0,42,0,1,109460
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 114 kv.m., 111000 €
Malinova Dolina, Sofia",2,114,Tuhla,2023.0,42,0,1,111000
Malinova Dolina,"2-staen, Sofia, Malinova Dolina, 76 kv.m., 109844 €
Malinova Dolina, Sofia",2,76,Tuhla,2023.0,42,0,1,109844
Vitosa,"Tristaen apartament v kv. Vitosa
Vitosa, Sofia",3,147,Tuhla,2011.0,42,0,1,280000
Manastirski Livadi,"Prodavam 3staen apartament v Sofia
Manastirski Livadi, Sofia",3,100,Tuhla,2003.0,43,0,0,280000
Zent_r,"Dvustaen apartament 55 kv.m Tuhla 1985 g. 4 etaj Posleden etaj
Zent_r, Sofia",2,55,Tuhla,1985.0,43,0,0,125000
B_kston,"Tristaen apartament 90 kv.m EPK/PK 1985 g. 1 etaj P_rvi jilisen
B_kston, Sofia",3,90,EPK/PK,1985.0,43,0,0,205000
Fondovi Jilisa,"Dvustaen apartament 65 kv.m Panel 1985 g. 2 etaj Neposleden
Fondovi Jilisa, Sofia",2,65,Panel,1985.0,43,0,0,106100
Ovca Kupel 1,"Dvustaen apartament 64 kv.m Panel 1995 g. 6 etaj Neposleden
Ovca Kupel 1, Sofia",2,64,Panel,1995.0,43,0,0,121540
Dianabad,"Strahoten tristaen s v_zmojnost za lesno preustrojstvo v cetiristaen apartament
 Dianabad, Sofia",3,150,Tuhla,2008.0,43,0,0,345000
Lozenez,"Tristaen apartament, kv. Lozenez
Lozenez, Sofia",3,100,Tuhla,1995.0,43,0,0,349000
Levski,"Levski ednostaen neobzaveden nov tuhlen
Levski, Sofia",0,40,Tuhla,2022.0,43,1,0,68000
Pavlovo,"Dvustaen apartament 75 kv.m Tuhla 2020 g. 7 etaj Neposleden
Pavlovo, Sofia",2,75,Tuhla,2020.0,43,1,0,196400
Malinova Dolina,"Nov Proekt Malinova Dolina
Malinova Dolina, Sofia",2,70,Tuhla,2025.0,43,1,0,96227
Lozenez,"Cetiristaen apartament, kv. ”Lozenez”
Lozenez, Sofia",4,150,Tuhla,2008.0,43,1,0,650000
Manastirski Livadi,"Dvustaen apartament, kv. ”Manastirski livadi-zapad”
Manastirski Livadi, Sofia",0,84,Tuhla,2019.0,43,1,0,233000
Malinova Dolina,"Dvustaen apartament v Malinova dolina na super lokazia
Malinova Dolina, Sofia",2,65,Tuhla,2024.0,43,1,0,87000
Studentski Grad,"Butikova sgrada! Dnevna 25m2, Spalna 16m2, Sreden i V_tresen! Opzia Garaj!
Studentski Grad, Sofia",2,79,Tuhla,2024.0,43,1,0,114654
Lulin 5,"Tristaen apartament Lulin 5
 Lulin 5, Sofia",3,97,Tuhla,2024.0,43,1,0,132000
Lulin 5,"Tristaen apartament Lulin 5
 Lulin 5, Sofia",3,89,Tuhla,2024.0,43,1,0,120700
Lulin 5,"Tristaen apartament Lulin 5
 Lulin 5, Sofia",3,98,Tuhla,2024.0,43,1,0,137700
Lulin 5,"Tristaen apartament Lulin 5
 Lulin 5, Sofia",3,106,Tuhla,2024.0,43,1,0,153500
Vitosa,"Tristaen apartament na dve niva v kv. Vitosa
Vitosa, Sofia",3,145,Tuhla,2002.0,43,1,0,329000
Gorna Bana,"Cudesen tristaen apartament v kv. Gorna Bana
Gorna Bana, Sofia",3,114,Tuhla,2016.0,43,1,0,235000
Lozenez,"Mezonet kv. Lozenez
Lozenez, Sofia",10,143,Tuhla,2007.0,43,1,0,350000
Malinova Dolina,"Malinova dolina
 Malinova Dolina, Sofia",3,101,Tuhla,2023.0,43,1,0,188650
Lulin 1,"Nova sgrada s AKT 16, 59kv.m., Zena 88500evro
Lulin 1, Sofia",2,58,Tuhla,2023.0,43,1,0,88500
Lulin 1,"Dvustaen s AKT 16, Lulin 1, 78m2, et.8/9, Zena 97 230 evro.
 Lulin 1, Sofia",2,77,Tuhla,2023.0,43,1,0,97230
Lulin 1,"Dvustaen, AKT 16, Lulin 1, et.2/9, 84m2, Zena 101900 evro
 Lulin 1, Sofia",2,83,Tuhla,2023.0,44,0,0,101900
Lulin 10,"Dvustaen, pred AKT 16. Etaj 2. Do Megamol Lulin. 83m2, zena 125000 evro
 Lulin 10, Sofia",2,83,Tuhla,2024.0,44,0,0,126500
Lulin 5,"Dvustaen apartament v j.k. Lulin-5
Lulin 5, Sofia",2,47,Panel,1980.0,44,0,0,72100
B_kston,"Tristaen apartament 200 kv.m Tuhla 2010 g. 6 etaj Posleden etaj
B_kston, Sofia",3,200,Tuhla,2010.0,44,0,0,325000
Ilinden,"Tristaen apartament, Sofia, j.k. ”Ilinden”
Ilinden, Sofia",3,86,Panel,1982.0,44,0,0,188000
Zaharna Fabrika,"Ednostaen apartament 45 kv.m Tuhla 1968 g. 4 etaj Neposleden
Zaharna Fabrika, Sofia",0,45,Tuhla,1968.0,44,0,0,79999
Zent_r,"Mnogostaen apartament, Zent_r
Zent_r, Sofia",4,120,Tuhla,1972.0,44,0,0,445000
Lulin 7,"Lulin 7 dvustaen EPK
Lulin 7, Sofia",2,55,EPK/PK,1987.0,44,0,1,95800
Ovca Kupel,"Ovca kupel dvustaen tuhla novo stroitelstvo
Ovca Kupel, Sofia",2,53,Tuhla,2024.0,44,0,1,88990
Simeonovo,"Prekrasen dvustaen apartament v nov kompleks v kv. Simeonovo
 Simeonovo, Sofia",2,82,Tuhla,2023.0,44,0,1,164000
Malinova Dolina,"Tristaen, nap_lno obzaveden apartament s prekrasna terasa i gledka v kv. Malinova dolina
 Malinova Dolina, Sofia",3,208,Tuhla,2023.0,44,0,1,380000
Suhata reka,"2st Suhata reka, ul. Cerkovna, 60kv.m, et.3/9, tez, ujen, tuhla2025g, 117400 evro
 Suhata reka, Sofia",2,60,Tuhla,2025.0,44,0,1,117400
Zaharna Fabrika,"Tristaen apartament 62 kv.m Tuhla 1980 g. 7 etaj Neposleden
Zaharna Fabrika, Sofia",3,62,Tuhla,1980.0,44,0,1,122900
Nadejda 1,"Dvustaen apartament 55 kv.m EPK/PK 1980 g. 11 etaj Neposleden
Nadejda 1, Sofia",2,55,EPK/PK,1980.0,44,0,1,106000
Lulin 1,"3-staen apartament Lulin 1
Lulin 1, Sofia",3,118,EPK/PK,1984.0,44,0,1,120000
Lulin 5,"1-staen apartament Lulin 5
Lulin 5, Sofia",0,47,Panel,1980.0,44,0,1,72100
Mladost 2,"TOP ZENA ZA RAJONA!! Tuhlen Dvustaen apartament v Mladost 2 do Park V_rtopo TOP LOKAZIA!!
Mladost 2, Sofia",2,59,Tuhla,2008.0,44,0,1,128500
s. Vladaa,"Direktno ot investitor! Ednostaen apartament s. Vladaa
s. Vladaa, Sofia",0,36,Tuhla,2024.0,44,0,1,47983
Zent_r,"Tristaen apartament Zent_r
Zent_r, Sofia",3,115,Tuhla,2023.0,44,0,1,207756
Nadejda 3,"Tristaen obzaveden apartament Nadejda 3
Nadejda 3, Sofia",3,80,Tuhla,2002.0,44,0,1,130000
Vitosa,"Bez komisiona! Dvustaen apartament Vitosa
Vitosa, Sofia",2,69,Tuhla,2024.0,44,0,1,80636
Lulin 5,"BEZ KOMISIONA! Tristaen apartament Lulin 5
Lulin 5, Sofia",3,125,Tuhla,2023.0,44,0,1,144314
Geo Milev,"Prostoren CETIRISTAEN ap. - 120 kv.m. na et.4/7 S ASANS_OR v tuhlena sgrada, sresu mol Skaj Siti
Geo Milev, Sofia",4,120,Tuhla,1972.0,44,0,1,260000
Lozenez,"Cetiristaen apartament v kv. ”Lozenez”
Lozenez, Sofia",4,103,Tuhla,1979.0,44,0,1,320000
Lozenez,"Mezonet za prodajba, Lozenez
Lozenez, Sofia",10,143,Tuhla,2007.0,44,0,1,355000
Krasna Polana,"Prodava tristaen apartament s dve bani i dva balkona v novostroasa se sgrada v kv. Krasna polana
Krasna Polana, Sofia",3,103,Tuhla,2026.0,44,0,1,144830
Krasna Polana,"Prodava tristaen apartament s dva balkona v novostroasa se sgrada v kv. Krasna polana
Krasna Polana, Sofia",3,103,Tuhla,2026.0,45,0,0,144830
Ovca Kupel 2,"BEZ KOMISION ot kupuvaca! - kv. “Ovca kupel 2 - Tristaen apartament
Ovca Kupel 2, Sofia",3,134,Tuhla,2024.0,45,0,0,191578
Obela 2,"Prodava 1-staen Apartament jk. Obela 2
Obela 2, Sofia",0,46,Panel,1984.0,45,0,1,70000
Letise Sofia,"Kalives Halkidiki Prodava mezonet 55m2 na 250m ot moreto.
Letise Sofia, Sofia",10,55,Tuhla,2013.0,45,0,1,95000
B_kston,"Tristaen za prodajba, B_kston
B_kston, Sofia",3,141,Tuhla,1996.0,45,0,1,280000
Manastirski Livadi,"Tristaen apartament 122 kv.m Tuhla 2023 g. 4 etaj Neposleden
Manastirski Livadi, Sofia",3,138,Tuhla,2023.0,45,0,1,221100
Kr_stova Vada,"Prodava tristaen apartament v gr. Sofia, kv. Kr_stova vada, 138 990EUR
 Kr_stova Vada, Sofia",3,77,Tuhla,2024.0,46,1,1,138990
Razsadnika,"Prodava ednostaen apartament v gr. Sofia, kv. Razsadnika, 93 800EUR
 Razsadnika, Sofia",0,44,EPK/PK,1988.0,46,1,1,93800
Boana,"Prodava luksozen tristaen apartament v gr. Sofia, kv. Boana, 267 000EUR
 Boana, Sofia",3,108,Tuhla,2010.0,46,1,1,227000
Zona B5,"Tristaen apartament za prodajba v j.k. Zona B-5
Zona B5, Sofia",3,100,Tuhla,2009.0,46,1,1,300000
Hadji Dimit_r,"2-staen apartament kv. Hadji Dimit_r
Hadji Dimit_r, Sofia",2,65,Panel,1960.0,46,1,1,88000
Mladost 1,"3-staen apartament Mladost 1
Mladost 1, Sofia",3,108,EPK/PK,1984.0,46,1,1,181000
Borovo,"Dvustaen apartament 60 kv.m Panel 1968 g. 3 etaj Neposleden
Borovo, Sofia",2,60,Panel,1968.0,46,1,1,145000
Hipodruma,"Ujen dvustaen Hipodruma, 71kv.m.,185000evro
Hipodruma, Sofia",2,71,Tuhla,1996.0,46,1,1,185000
Ovca Kupel,"Luksozen ednostaen, Ovca kupel do NBU, 106000 evro
Ovca Kupel, Sofia",0,66,Tuhla,2022.0,46,1,1,106000
Ovca Kupel,"Ednostaen apartament 66 kv.m Tuhla 2022 g. 1 etaj P_rvi jilisen
Ovca Kupel, Sofia",0,66,Tuhla,2022.0,46,1,1,106000
Malinova Dolina,"Tristaen apartament v Malinova Dolina blizo do Fantastiko TOP LOKAZIA!!
Malinova Dolina, Sofia",3,80,Tuhla,2021.0,46,1,1,159000
Boana,"Dnevna 24 m2! Spalna 14 m2! Spalna 14 m2!
Boana, Sofia",3,107,Tuhla,2025.0,46,1,1,187800
Krasna Polana,"Prodava obzaveden ednostaen apartament v gr. Sofia, jk. Krasna polana, 65 000 EUR
 Krasna Polana, Sofia",0,30,Tuhla,1995.0,47,0,0,65000
Lagera,"Prodava ednostaen obzaveden apartament v gr. Sofia kv. Lagera, sled remont
 Lagera, Sofia",0,42,Tuhla,2005.0,47,0,0,115000
Tolstoj,"Dvustaen za prodajba, Tolstoj
Tolstoj, Sofia",2,64,Tuhla,1970.0,47,0,0,149000
Lozenez,"Mnogostaen apartament, kv. Lozenez
Lozenez, Sofia",4,420,Tuhla,2022.0,47,0,0,804000
Pavlovo,"Apartament s tri spalni za prodajba v kv. Pavlovo
Pavlovo, Sofia",4,239,Tuhla,2023.0,47,0,0,306000
Belite Brezi,"Prostoren tristaen apartament za prodajba v jk. Belite brezi
Belite Brezi, Sofia",3,102,EPK/PK,1990.0,47,0,0,209000
Suhata reka,"AKT 16! Iztocno izlojenie! S v_zmojnost za parkomasto!
Suhata reka, Sofia",0,40,Tuhla,2023.0,47,0,0,67990
D_rveniza,"AKT 16! V_tresen! Pokrit! V_zmojnost Za Parkomasto!
D_rveniza, Sofia",2,65,Tuhla,2023.0,47,0,0,155990
Boana,"2STAEN m-t G_rdova glava
Boana, Sofia",2,73,Tuhla,2025.0,47,0,0,102000
